>
  14.053889	 59.261111
  14.053056	 59.254722
  14.055278	 59.249722
  14.056111	 59.244167
  14.060000	 59.239444
  14.064167	 59.235000
  14.064722	 59.229167
  14.064167	 59.223056
  14.058611	 59.218611
  14.053889	 59.213611
  14.049444	 59.208333
  14.048889	 59.202222
  14.045278	 59.196111
  14.040833	 59.191111
  14.035278	 59.186667
  14.028611	 59.183056
  14.023056	 59.178611
  14.018611	 59.173333
  14.015278	 59.167500
  14.011944	 59.161389
  14.009444	 59.154722
  14.005000	 59.149444
  13.999444	 59.145278
  13.991667	 59.142222
  13.984167	 59.139444
  13.975278	 59.137500
  13.967500	 59.134722
  13.959722	 59.131944
  13.954167	 59.127500
  13.948611	 59.123056
  13.943056	 59.118889
  13.939722	 59.112778
  13.936389	 59.106667
  13.931944	 59.101667
  13.927500	 59.096389
  13.924167	 59.090556
  13.926111	 59.084722
  13.930278	 59.080000
  13.930833	 59.074444
  13.931667	 59.068889
  13.937222	 59.065000
  13.946667	 59.064722
  13.958333	 59.063056
  13.960556	 59.057778
  13.960000	 59.051667
  13.961111	 59.047500
  13.966667	 59.051667
  13.972222	 59.056111
  13.980000	 59.058889
  13.988889	 59.061111
  14.000833	 59.060556
  14.009444	 59.057778
  14.016111	 59.061389
  14.026111	 59.062500
  14.037778	 59.060833
  14.045000	 59.062222
  14.045556	 59.068611
  14.041667	 59.073056
  14.039444	 59.078056
  14.042778	 59.084167
  14.051667	 59.086111
  14.059444	 59.088889
  14.060000	 59.095000
  14.056111	 59.099722
  14.053889	 59.104722
  14.053056	 59.110278
  14.057500	 59.115556
  14.068611	 59.115833
  14.078611	 59.113611
  14.084167	 59.109722
  14.086389	 59.104722
  14.085556	 59.098333
  14.086389	 59.092778
  14.088889	 59.087778
  14.092778	 59.083056
  14.091944	 59.076944
  14.087500	 59.071667
  14.085278	 59.065000
  14.085833	 59.059444
  14.088333	 59.054167
  14.098333	 59.055556
  14.101667	 59.061389
  14.107222	 59.065833
  14.115000	 59.065000
  14.115833	 59.059444
  14.112500	 59.053333
  14.106944	 59.049167
  14.101389	 59.044722
  14.096944	 59.039444
  14.091389	 59.035000
  14.084722	 59.031389
  14.081389	 59.025556
  14.078333	 59.020833
  14.071667	 59.017222
  14.065000	 59.013611
  14.056389	 59.011667
  14.046389	 59.010556
  14.034444	 59.010833
  14.024444	 59.009722
  14.017778	 59.006111
  14.011111	 59.002500
  14.003611	 58.999722
  13.992500	 58.999444
  13.981667	 58.998889
  13.971667	 58.997778
  13.966111	 58.993333
  13.965833	 58.988333
  13.972778	 58.985000
  13.975278	 58.980000
  13.977500	 58.974722
  13.984444	 58.971389
  13.986944	 58.966389
  13.986111	 58.960000
  13.996111	 58.957778
  14.007778	 58.956111
  14.014722	 58.952778
  14.013056	 58.947222
  14.007500	 58.942778
  14.004167	 58.936944
  14.003333	 58.930556
  14.002500	 58.924444
  14.001944	 58.918333
  13.999444	 58.911389
  13.997222	 58.904722
  13.995556	 58.899444
  13.992222	 58.893333
  13.988889	 58.887222
  13.988056	 58.881111
  13.985833	 58.874444
  13.981389	 58.869167
  13.976944	 58.863889
  13.971389	 58.859722
  13.965833	 58.855278
  13.958333	 58.852500
  13.952778	 58.848056
  13.951944	 58.841944
  13.957500	 58.837778
  13.962778	 58.833889
  13.966667	 58.829444
  13.965000	 58.823889
  13.957222	 58.821111
  13.948611	 58.819167
  13.940833	 58.816389
  13.935278	 58.811944
  13.931944	 58.806111
  13.929167	 58.801389
  13.924722	 58.804444
  13.920833	 58.809167
  13.916944	 58.813611
  13.909722	 58.815556
  13.900833	 58.813611
  13.894444	 58.810000
  13.885556	 58.808056
  13.878056	 58.805278
  13.872500	 58.800833
  13.868056	 58.795556
  13.864722	 58.789722
  13.861389	 58.783611
  13.859722	 58.778333
  13.872778	 58.777222
  13.881111	 58.774167
  13.886667	 58.770278
  13.887500	 58.764722
  13.884167	 58.758611
  13.878611	 58.754167
  13.870833	 58.751389
  13.864444	 58.747778
  13.856667	 58.745000
  13.850278	 58.741389
  13.845833	 58.736389
  13.840278	 58.731944
  13.835833	 58.726667
  13.831667	 58.721389
  13.825000	 58.717778
  13.816389	 58.715833
  13.806389	 58.714722
  13.796667	 58.713333
  13.785833	 58.713056
  13.778333	 58.710278
  13.771667	 58.706667
  13.763056	 58.704444
  13.754167	 58.702500
  13.746667	 58.699722
  13.740000	 58.696111
  13.734722	 58.691667
  13.730278	 58.686667
  13.721667	 58.684444
  13.712778	 58.682500
  13.706389	 58.678889
  13.703056	 58.672778
  13.699722	 58.670556
  13.693056	 58.666944
  13.684444	 58.664722
  13.673611	 58.664444
  13.660556	 58.665556
  13.651944	 58.668333
  13.646667	 58.672222
  13.644167	 58.677222
  13.643333	 58.683056
  13.642500	 58.688611
  13.643056	 58.694722
  13.637778	 58.698889
  13.630000	 58.695833
  13.624722	 58.691667
  13.618056	 58.688056
  13.608333	 58.686667
  13.595278	 58.687778
  13.586667	 58.685833
  13.580000	 58.682222
  13.576944	 58.676111
  13.570278	 58.672500
  13.561667	 58.670556
  13.553056	 58.668611
  13.547500	 58.664167
  13.542222	 58.659722
  13.537778	 58.654444
  13.531389	 58.650833
  13.523611	 58.648056
  13.511667	 58.648333
  13.505833	 58.650833
  13.505000	 58.656667
  13.501111	 58.661111
  13.491111	 58.663333
  13.482500	 58.661389
  13.474722	 58.658611
  13.467222	 58.655556
  13.459722	 58.652778
  13.453056	 58.649167
  13.448889	 58.643889
  13.446667	 58.637222
  13.440278	 58.633611
  13.431667	 58.631667
  13.421944	 58.630278
  13.411111	 58.630000
  13.401111	 58.628611
  13.390278	 58.628056
  13.380556	 58.626944
  13.371944	 58.624722
  13.363333	 58.622778
  13.355833	 58.620000
  13.349167	 58.616389
  13.343889	 58.611944
  13.336389	 58.609167
  13.329722	 58.605556
  13.324167	 58.600278
  13.321111	 58.594444
  13.316667	 58.589167
  13.312500	 58.583889
  13.308056	 58.578611
  13.306111	 58.571944
  13.302778	 58.566111
  13.297500	 58.561667
  13.293333	 58.556389
  13.291667	 58.550833
  13.290833	 58.544722
  13.289167	 58.539167
  13.282778	 58.535556
  13.277500	 58.531389
  13.274167	 58.525278
  13.271111	 58.519167
  13.266667	 58.514167
  13.260278	 58.510556
  13.252778	 58.507500
  13.243056	 58.506389
  13.233333	 58.505000
  13.222500	 58.504722
  13.212778	 58.503333
  13.201944	 58.502778
  13.191389	 58.502222
  13.180556	 58.501944
  13.168611	 58.502222
  13.156667	 58.502500
  13.146667	 58.504722
  13.139722	 58.508056
  13.132778	 58.511389
  13.125833	 58.514722
  13.121944	 58.519167
  13.120833	 58.524722
  13.121389	 58.531111
  13.124167	 58.535833
  13.129722	 58.540278
  13.137222	 58.543056
